,prediction
60919,0
5576,0
56042,0
68320,1
86507,0
94425,0
101727,0
60108,0
20730,1
18043,0
73301,1
49236,1
60957,0
73755,0
61610,1
86068,0
26712,0
83566,1
95798,0
97503,0
97282,1
100936,1
28224,1
23818,1
22436,0
58897,1
27262,1
72207,0
6149,0
52622,0
92235,0
9755,1
67117,1
46701,0
18165,0
40438,0
80512,0
69422,1
50974,0
51019,0
30395,0
100354,0
75307,0
20933,0
96976,0
9752,0
22478,1
82234,1
42489,0
99491,0
63055,1
91220,0
3229,1
2832,1
48744,1
3948,1
63248,0
26899,0
21717,0
76709,1
83536,1
1905,1
85592,1
51469,1
90874,0
25141,1
26745,0
93740,0
36799,0
76828,0
107403,1
88560,0
90193,1
34332,1
81635,1
48725,0
20347,1
93833,0
26259,0
58647,0
75867,0
23992,1
39183,0
29823,1
5206,0
30902,0
48478,0
26822,1
11324,1
26051,0
66540,0
47932,0
89386,1
12401,1
99783,1
52829,0
60193,0
20516,0
75887,0
855,1
56385,1
59488,0
81765,0
49963,0
60843,0
1024,0
22288,0
92859,0
39513,0
4285,0
59215,0
21433,1
23811,1
86424,0
39294,1
79629,0
80591,0
82093,0
72169,0
59588,1
31006,1
62307,1
12995,1
27767,0
42126,1
43708,0
101630,0
71429,0
88662,0
93037,1
38492,0
84180,0
63784,1
55201,1
14547,0
39914,1
67532,1
92455,1
23569,1
9014,0
71187,1
51118,1
100925,0
83245,1
8685,1
68173,0
54054,1
52987,1
45765,0
37264,1
90129,1
53853,1
43715,1
8812,1
92137,1
49834,0
36711,1
58346,1
3039,1
106415,1
21974,0
40370,0
10137,1
100948,1
106439,0
82278,0
77934,0
51175,1
103914,1
52182,1
33476,1
94973,0
2417,1
73181,1
15217,0
87489,0
46917,1
106872,1
44585,0
51222,0
98724,0
104714,0
79449,0
64855,0
26616,0
1702,1
72853,0
34948,0
77932,1
42858,0
71377,0
48534,1
23860,0
66259,1
67270,1
98449,0
58049,0
53199,1
53425,0
41989,0
20289,1
84709,0
84067,0
63272,0
73429,0
93723,1
76382,0
81669,1
12737,0
8774,1
1305,1
70223,1
107316,1
102093,0
54591,1
58835,0
83601,0
51450,0
62205,0
42435,0
57191,0
24690,1
97468,1
17899,0
40618,1
54421,0
40305,0
106334,0
74637,0
47495,0
63017,1
85725,1
87068,0
48879,1
24634,1
51543,0
94590,0
3097,1
54005,0
6591,1
12753,0
33630,0
95544,0
47237,1
71290,0
20484,0
88364,1
66746,0
104728,0
44768,1
53076,0
33549,1
98737,0
104794,0
82038,1
90122,0
82260,0
87815,1
75425,1
26621,0
26819,0
18557,0
88180,0
85763,0
8218,1
89737,1
92053,1
74988,0
31801,0
96641,1
17038,0
49334,1
79527,0
42081,1
45681,0
52941,1
99792,0
57807,0
49165,0
96362,0
32915,0
15185,1
92421,0
66567,1
95464,0
41992,1
92194,1
69178,0
43818,1
88319,1
36495,0
13262,1
58526,1
52498,1
1881,1
58443,0
10969,0
42942,0
80725,0
102380,1
33133,0
96496,1
94254,1
71842,0
104517,0
94129,0
77633,0
94624,1
17400,0
93917,0
77821,0
27319,1
93085,0
16152,0
16565,1
52172,1
97378,1
51702,0
50700,0
17524,0
68335,0
33412,0
16326,0
78801,1
87362,1
106628,1
73905,0
51304,1
78529,0
456,0
55896,1
61000,1
23322,0
22010,0
13966,0
9661,1
25656,1
18882,0
96211,1
19571,1
37043,1
64495,0
70559,1
61717,0
84006,0
24969,0
87153,0
89254,0
34267,0
17338,0
20949,0
53317,1
20357,1
93147,1
30132,1
58725,0
83010,0
20148,1
59609,0
28975,1
21555,0
2795,1
42508,0
85368,1
42487,1
80916,0
10025,0
88245,0
29163,1
24693,0
53155,0
105789,1
76006,0
65440,0
65778,0
28714,0
50493,0
18282,0
22522,0
48963,0
78795,1
71317,0
741,1
86848,1
9598,0
12423,0
73039,1
21270,1
88143,0
84119,0
62016,1
101034,0
22691,0
12988,0
105223,0
45540,0
87231,0
80528,0
102505,0
52506,0
45555,1
68910,1
52632,1
49891,1
62298,1
73164,1
3393,0
2838,0
34930,0
88414,1
87921,0
50093,0
21065,0
86397,0
98725,0
70290,0
3619,1
89723,0
92347,1
97784,1
103674,0
73576,1
82963,0
85699,0
23075,1
29939,0
78215,1
3758,1
25651,0
103090,0
17532,0
103012,1
46387,0
97284,0
10770,1
24654,1
55047,1
56924,1
92656,0
43587,1
36384,0
93547,0
12963,0
67929,0
94870,1
15196,1
94173,0
73857,0
19195,0
26529,0
82214,0
21837,0
20214,0
39012,1
24140,1
88513,0
65547,0
58643,0
47699,1
14664,0
54361,0
91843,0
56774,0
24698,0
35054,1
99251,0
92033,0
35787,0
65923,1
71121,1
29779,0
66412,0
20171,0
93076,1
32825,0
86352,1
26283,0
18614,0
84891,1
31442,1
42933,1
59272,1
48025,0
81769,1
45029,1
59435,1
29254,0
92437,0
82378,1
96786,0
38896,1
266,1
63349,0
40444,0
29819,1
30232,0
90713,0
34237,0
78091,0
24696,0
34034,0
92869,1
24970,1
86323,0
101071,0
89884,0
963,1
95001,0
65800,1
54954,1
22019,0
34018,1
12625,0
98513,0
4123,1
85628,0
2420,1
76926,1
1971,1
85577,1
48477,0
1090,0
52942,1
34139,1
46377,0
97703,1
17858,0
32660,1
81561,0
34428,1
81881,0
106141,0
83475,0
70233,0
72668,1
40760,1
23573,0
60102,0
78417,1
102107,0
97894,1
71815,0
104791,0
52935,0
10523,0
49183,1
6330,0
41476,0
98442,1
24263,1
32303,0
52460,0
37478,0
56856,0
7882,1
21005,0
48162,0
74784,1
74168,1
39270,1
59700,0
47066,1
74359,0
103552,0
45352,0
84021,0
8915,0
41911,0
77241,0
40607,1
77319,1
22262,1
84090,0
21764,0
26804,1
35593,1
98402,0
7991,0
96553,0
69482,1
76479,1
27800,0
105263,1
75447,1
24347,0
38889,0
101502,1
60024,1
96968,1
9734,1
98121,0
39770,1
28290,1
7031,0
93584,0
175,0
106791,1
48419,0
89898,1
91615,0
23323,0
65965,1
12080,0
80556,0
80879,0
80159,1
45607,1
25007,1
91555,0
87952,1
20856,0
57516,0
38025,1
11028,1
103664,1
44368,1
93627,1
608,1
11435,1
74805,1
86150,0
31484,1
19944,0
99968,1
95622,1
50699,0
7753,0
57158,1
58596,0
69069,0
79876,0
21772,0
13108,0
37183,0
30919,0
11780,0
56936,1
25958,0
98055,0
29040,0
30928,1
61975,0
56882,1
20647,0
58038,1
3694,1
35326,0
85367,0
48840,0
66577,1
105769,1
48435,0
91773,0
40189,0
102370,1
38056,0
56178,0
41395,0
18347,0
8156,0
48417,1
105714,1
37514,1
77528,0
82727,0
17312,0
49029,0
15808,1
86244,0
14237,1
39465,0
63075,1
80639,0
69538,0
4071,0
45292,1
51848,0
30231,0
86403,0
13344,0
86022,0
102599,0
38193,0
68024,0
8731,0
47450,1
63137,0
48965,1
26839,0
40739,1
31038,1
32148,0
89956,1
107315,0
85378,0
8454,0
28068,1
21068,1
53303,0
78915,1
54697,0
29912,1
26998,1
57265,0
33599,1
41445,1
56407,0
78084,1
29880,0
57485,0
28223,1
42916,0
44931,0
28174,1
84969,0
72793,0
57803,0
51599,0
68636,0
104113,1
32102,0
32624,0
95106,0
26882,0
46901,1
43186,0
63694,1
95374,0
95884,0
55457,0
77672,1
45463,0
2701,0
95987,0
90131,1
24053,1
29956,1
11269,1
33504,0
47370,1
100806,0
13773,0
102411,0
100494,0
2699,1
28941,0
67880,1
29115,0
22112,0
73750,0
65577,0
24210,0
28445,1
62552,1
62853,1
52672,1
35648,0
94671,0
55217,1
94300,1
96892,0
51439,1
8292,0
53067,1
29772,0
53064,0
25661,1
70632,0
2023,1
30609,1
25327,1
62653,0
73585,0
65503,0
95732,0
65576,0
86218,1
65759,1
47950,0
4627,0
101719,1
52680,1
54407,0
82762,0
75084,1
65652,0
43856,1
45507,0
75144,1
54420,1
98025,0
75393,0
62893,0
24277,1
81560,0
43911,0
78328,1
91088,1
81030,1
75406,0
105017,0
62513,1
36266,0
3713,1
15964,0
65221,1
45287,0
43271,1
61149,0
24203,1
2364,1
87445,0
6530,0
26990,0
61066,0
87057,0
69123,1
62676,1
6254,1
28513,0
101835,0
41901,0
3013,1
96872,0
32876,1
43816,0
23951,0
82669,0
66585,0
56244,1
20164,0
30891,1
27180,1
44776,1
8429,0
46235,0
55445,0
85340,0
67469,0
39313,1
7214,1
46735,1
78413,1
93993,0
28721,1
9425,0
93277,0
104123,0
49402,0
59089,0
91722,0
24071,1
103681,0
57932,0
53836,1
41137,0
602,1
5754,0
17944,1
8556,0
40824,0
42840,1
95695,1
11758,0
98248,1
52814,0
5093,1
80293,0
93638,0
68928,0
85503,0
7247,0
86854,0
7217,1
45510,0
95804,1
86328,0
12483,0
2271,0
82573,1
67885,0
36687,0
45554,0
3156,1
21355,1
93508,0
68463,1
84068,0
36894,0
88828,1
93219,1
1798,1
50442,1
106822,0
97212,1
76121,1
60395,1
77608,0
34300,1
23803,1
67907,0
4374,1
75310,0
20110,0
15402,0
75439,0
106316,0
69755,1
85295,0
46466,0
96599,1
41753,0
6964,1
22400,1
84385,0
1225,1
27307,1
54643,0
94952,0
63735,1
61412,0
16081,0
41560,0
32762,0
21172,1
37011,1
43454,0
46659,0
59069,0
85728,0
68943,0
43192,1
56608,0
38623,0
94120,0
33763,1
58361,1
66838,0
22964,0
34521,1
11063,1
10182,1
52893,0
93914,0
55017,1
43692,1
96334,0
36147,0
2014,1
3673,1
64046,0
34128,1
69073,0
39471,1
41738,0
4135,1
53765,1
66568,1
59370,1
90167,0
80326,1
71003,0
74329,1
17343,0
189,1
100631,1
55820,0
95392,0
80449,1
33429,0
44282,0
92446,0
104492,0
66722,0
22290,0
38920,0
70587,0
70665,0
61720,0
85344,0
56205,0
61664,1
5411,0
30768,1
83073,0
97773,1
90505,1
54079,1
32801,0
40555,0
74124,0
40677,0
57045,0
99284,0
91149,1
4868,1
68627,0
46867,0
29663,1
12637,0
97900,1
12269,1
24288,0
65890,1
39050,0
102980,0
90539,1
48076,1
88111,0
19008,0
89382,1
61881,1
52395,1
77119,1
61001,0
35234,0
30255,0
96214,0
6720,0
68899,1
94164,0
45937,0
24249,1
41126,0
15856,1
47193,0
103230,1
72519,1
77348,0
102901,0
106785,0
36509,1
52223,0
64157,0
155,0
9212,0
36925,0
56578,1
13996,1
74361,1
71854,0
84622,0
88756,1
6303,0
57661,0
39433,1
11282,1
29462,0
39082,0
38833,0
11739,0
90179,0
73120,1
82529,0
99390,0
15044,1
41268,1
51202,1
54422,1
6102,0
77013,1
59534,1
92940,1
28645,1
88490,0
3237,1
9349,0
82284,0
85027,0
19361,1
79350,1
40888,1
35392,0
78565,0
14028,0
53491,1
23744,1
103271,0
13554,0
39760,0
39995,0
105888,0
5873,0
18805,0
46994,1
86808,1
105843,0
44287,1
83247,0
85114,1
86174,1
13814,0
50685,1
76760,0
40469,1
42892,0
100796,0
32484,0
7443,0
105303,0
67122,1
50676,1
13096,0
79660,1
33411,0
52344,0
103014,0
104361,0
98431,1
77823,0
60052,0
44010,0
47688,1
100941,1
30632,0
70772,0
104396,1
68053,1
104409,0
103162,1
81079,0
40012,0
1563,1
82666,1
77957,1
60170,1
58992,1
81551,0
33361,0
75812,0
39596,0
67938,1
68952,0
65489,1
33536,1
105234,0
100673,0
69736,1
52428,0
24494,1
61095,0
79492,0
61618,0
89469,1
5459,0
72744,1
103765,1
41758,0
79209,1
9504,1
104742,0
10915,0
76014,0
46073,1
35006,0
3607,1
92879,0
72971,1
62098,0
77743,0
98932,0
65422,1
99519,0
63424,1
89579,0
94905,1
96583,1
78711,0
98167,0
1152,1
69895,0
92809,0
30856,1
8551,0
80985,0
26405,1
47830,0
37760,0
50316,1
52284,0
82166,1
33640,0
100149,1
18380,0
101790,0
72502,0
51004,1
9274,0
93405,1
6278,1
5073,0
59279,1
50465,0
4552,0
43840,1
7262,0
6519,1
78568,1
16469,0
76581,0
39463,0
93939,0
658,1
16090,1
64818,0
42698,1
9166,0
88683,0
11855,1
465,1
52586,0
73854,0
93289,0
57010,0
56933,1
15364,1
90933,0
12478,0
6133,1
41553,0
33109,1
83279,0
93196,0
23636,0
63689,1
62531,1
3760,1
89111,0
82106,1
44678,0
74855,1
100305,0
25397,1
66236,0
53218,0
9481,1
44032,1
75933,0
42650,0
50159,0
10906,1
94322,1
90780,1
103730,1
68788,0
5804,0
3593,0
6909,0
17347,0
69345,1
10272,1
99009,0
10816,0
75722,0
72451,0
45927,1
42882,1
76036,0
40254,1
11900,0
10899,1
10072,0
75899,0
63836,0
95709,0
37718,0
83244,0
21594,0
23407,1
40084,0
29084,0
87061,0
23321,0
35868,1
63008,0
8106,1
6301,0
59130,0
51058,0
49860,0
51684,0
52673,0
64281,0
6167,0
31750,0
31153,0
2259,1
15927,0
62320,0
55033,0
40595,0
106028,1
75682,0
30927,1
34082,1
50144,1
94149,0
101459,0
93327,1
23830,1
87854,0
89215,0
71499,0
22546,0
71630,1
75729,1
2587,0
89482,0
28997,1
6711,0
55733,0
12199,0
57422,0
74133,0
52154,0
30567,1
59612,1
39632,0
52786,0
75237,1
95417,0
9224,0
15792,1
28730,0
45302,0
91682,1
97863,0
21620,1
92260,1
59684,1
67741,0
1198,1
14991,0
13094,1
57068,0
102323,1
68344,0
64200,0
60143,0
29353,1
16139,0
98347,0
63508,0
78106,1
40245,0
103074,0
15487,1
67720,0
89359,1
104789,0
39562,0
26900,0
11731,1
92824,0
94829,1
67839,0
45442,0
32134,1
100226,0
31911,1
10224,0
16883,1
84885,0
35732,1
3348,1
37492,0
63786,0
3337,1
70662,0
35310,1
34796,1
58871,0
60440,0
86828,0
26699,0
89868,1
62575,0
14582,1
99334,0
81326,0
82730,1
30712,1
80801,0
42497,0
34269,1
24327,1
59902,1
78773,0
52316,0
65040,1
103336,0
91994,0
5641,1
98878,1
69134,1
4217,0
97974,0
80388,1
65110,1
92343,0
102437,0
58132,0
102739,0
102826,0
42439,1
70443,0
4622,0
97450,1
19261,0
17372,0
104607,0
57765,1
50009,1
39153,0
9748,0
54519,1
99151,1
92182,0
33526,1
2998,1
102808,0
57695,0
77138,0
67376,0
53213,0
33903,0
6246,1
47805,1
22752,1
10307,1
93462,0
97603,0
90341,1
13176,1
92107,0
94735,1
80108,1
73138,0
64439,0
102161,0
34374,1
67293,1
40466,0
15724,1
96430,1
68467,0
106916,1
96593,0
96698,0
93856,0
70583,1
64681,0
79458,0
5750,0
87764,0
104221,0
26557,1
47312,0
73840,1
19635,0
53211,0
79296,1
74169,0
46560,0
40701,1
55209,0
71737,0
24354,0
64327,1
4673,1
23843,1
64765,0
4279,1
38394,1
16715,0
17015,1
80505,0
17200,0
41460,0
71165,1
70579,1
52144,0
34065,0
71155,1
53215,0
91734,0
40500,0
70074,1
33725,0
91518,0
12777,1
63049,1
87469,1
15763,0
68128,0
25501,1
11225,0
3148,1
99555,0
12783,0
69355,0
45291,1
15443,0
81830,1
92492,0
44644,0
6266,1
91591,1
72025,1
20814,0
14475,0
12016,0
56444,1
37065,1
23691,0
29965,0
22014,0
97048,1
27699,0
7583,0
63642,1
36825,0
90690,1
52957,1
39154,1
100871,0
68518,0
29766,0
76242,0
81067,1
48445,1
52326,0
63492,1
94995,0
60512,0
14043,1
94922,1
103045,1
28085,0
21107,0
56822,1
97909,0
65815,1
81961,1
52145,0
64468,0
26553,0
58879,1
24308,0
73517,1
90157,1
24967,1
47439,0
52189,1
44784,0
29231,0
98860,0
54702,1
62581,1
14744,0
101705,0
41110,0
12281,1
53529,1
54310,0
40974,0
65480,0
10655,0
97899,1
16274,0
82668,0
35897,0
4547,1
74394,0
19613,0
90460,0
96851,0
43051,0
11470,0
7700,0
60142,0
7177,0
44113,0
28559,0
87382,0
89785,0
93107,0
11984,0
93408,1
56577,0
59286,0
35084,0
52926,0
23863,0
24516,1
32669,1
55462,0
23336,1
81592,0
76534,0
10939,1
78449,0
77420,1
98478,1
12058,1
74390,0
106651,0
60978,0
80171,0
56763,0
84662,0
14802,0
52478,0
102464,1
76744,0
82608,1
90770,1
102685,1
97029,0
23975,1
47082,0
69915,1
69655,1
45682,0
100553,1
11833,1
22016,1
79311,1
87110,1
55292,0
62850,1
31062,0
21239,1
97958,0
14866,0
39303,1
2348,1
52331,1
104341,0
12715,0
37710,1
55290,1
48798,0
5650,0
29270,0
55942,1
86650,0
14172,1
30850,0
102743,0
24217,1
43376,0
69280,0
93410,0
76754,1
55328,0
20824,1
37512,0
22219,1
77698,1
71956,0
106290,0
48224,1
94930,0
52345,0
92134,0
3279,1
5993,0
58551,1
27190,0
97949,1
40934,1
83135,0
67554,0
32609,1
73828,0
79148,0
46216,0
99955,1
2452,1
3298,1
58804,0
84852,1
24591,0
90799,1
81569,1
40332,1
31292,1
9099,1
98721,1
95446,0
11255,1
4108,1
12985,1
101312,1
53586,0
94311,1
48858,0
80438,0
30980,1
14948,1
44195,1
26951,1
34519,1
8627,0
75916,0
19579,0
28014,0
90383,0
28334,0
2037,0
97347,0
79931,0
14727,0
53542,1
64213,0
14375,1
54129,0
51074,0
29155,1
71867,0
42451,1
69898,0
92204,0
3885,0
100940,0
30436,1
10427,1
88517,0
60061,1
50010,0
82013,1
64130,0
90760,1
84009,0
14914,0
91376,0
53388,1
36572,0
98079,1
76505,0
91120,1
15199,1
29093,0
94242,0
21947,0
94855,1
105570,0
71459,1
70364,0
31166,0
85776,1
72830,1
92321,0
67723,0
37619,0
70020,0
66873,0
91372,1
82439,1
65010,1
3627,1
8928,0
17193,1
70224,0
9399,1
105192,1
75643,0
7055,1
87173,1
66107,1
48263,0
75697,1
22709,1
61124,0
99189,0
25532,1
17802,1
54968,0
28617,0
27463,0
21286,0
78742,0
71086,0
98611,0
26957,1
82318,1
94860,0
90307,1
20169,0
44411,0
80411,1
31458,1
5964,1
79662,0
71221,0
24105,1
59586,0
101733,1
46693,0
101674,1
36264,0
82596,1
51293,0
6770,0
44553,1
40377,0
101273,0
100171,0
77736,0
93466,0
47684,1
22650,0
15556,1
12523,1
56526,0
80715,1
40077,0
31143,0
39315,1
106285,1
15153,1
17449,0
46015,0
79790,1
8483,0
80573,0
23722,1
44996,1
39427,0
69568,1
68127,1
32867,1
62332,0
49187,0
101139,0
86405,0
19505,0
23022,0
71644,0
81873,0
85212,1
48050,0
12665,1
56895,0
6072,0
28236,0
6749,0
36822,0
37526,0
68176,0
58762,0
69696,1
43386,0
52502,1
60638,0
107099,0
72215,1
21209,1
53238,1
60256,0
26337,0
33936,1
23737,0
39876,1
97230,1
1458,1
75789,1
2263,0
68015,1
36984,1
13458,1
31660,1
84136,0
28491,0
103206,1
75285,0
10528,0
54336,0
85266,1
43574,0
93290,1
38537,0
82466,0
22422,0
52446,0
24007,0
79586,0
54857,1
3396,1
66358,0
2352,1
20463,1
36008,0
38504,0
96233,1
79085,0
80217,1
83083,1
48175,0
79505,0
3880,1
80957,1
34308,1
51382,1
14548,0
56370,0
18030,0
14710,0
20433,0
16750,1
61597,1
104932,0
49332,1
7559,1
87805,0
47773,0
49135,0
28661,0
48750,1
21628,0
100876,0
7947,0
64708,1
54144,1
92335,1
84752,0
67147,0
15055,0
73807,1
25304,1
58045,0
75548,0
57962,1
12005,1
66700,1
107462,1
26776,0
21413,0
22479,0
16598,1
32958,0
79968,0
88411,1
24575,0
54686,0
30195,1
8955,0
52439,0
74868,0
102686,1
98227,1
29893,1
27824,1
67201,1
95683,1
88106,0
52240,0
36313,0
87323,0
8351,1
96434,0
14227,0
26559,0
87718,0
82090,0
87300,0
107433,0
7727,1
66418,0
2919,0
102230,0
40303,0
2905,1
34319,0
91256,1
38141,0
28315,0
21448,0
17257,1
96900,0
85942,0
50379,0
23518,1
44939,0
38771,1
69461,1
78574,0
58565,0
51490,1
96808,1
25855,0
102306,1
88078,0
101293,1
74949,0
7459,0
88450,1
87671,1
31304,0
93049,1
106268,0
6257,0
34663,1
17415,0
80489,1
67211,1
2096,1
43392,0
21387,1
25384,0
43718,1
30650,0
32834,1
71841,0
64561,1
72501,1
11834,1
49119,0
51012,0
5455,1
29343,0
87263,0
68111,1
48333,1
15347,1
61594,0
13159,0
83075,1
53793,1
42344,1
104440,1
55369,1
76717,1
93642,0
66499,0
32169,1
99356,1
67722,0
84122,0
68693,0
57683,0
86644,0
19909,1
28481,0
92048,1
46324,0
90748,1
53120,0
763,1
47128,1
16100,0
10741,1
12784,0
61703,1
65764,0
39431,1
88623,0
105972,0
58532,0
35700,0
31148,0
9005,0
91497,0
23148,0
55362,0
67804,1
18391,0
14864,0
105719,0
85636,0
65342,1
80968,0
20311,0
32453,1
34232,1
13756,0
2941,1
75105,0
42657,0
94679,1
25815,0
97352,0
27073,1
25786,0
14241,1
38633,0
63778,0
98170,1
23262,0
44750,0
96541,1
40601,0
6861,1
7135,0
25519,0
57348,0
78321,0
41917,1
98585,0
21218,0
54155,0
12466,0
1724,1
100779,0
80655,1
65091,0
64045,0
100026,1
47604,1
83709,0
5859,1
15819,1
16022,1
74580,1
1694,1
85199,0
105529,1
37179,0
43007,0
57906,1
39502,1
105726,1
89730,1
104346,1
4651,1
64778,1
10150,0
14725,0
74213,0
37205,0
90449,0
24748,0
14992,0
65212,1
54638,0
81729,1
46606,0
1001,1
95609,1
58993,1
101371,0
30179,1
74975,0
49585,0
74445,1
4322,1
65071,1
43065,1
82308,0
78117,0
91516,0
44041,0
52825,1
52529,1
31837,1
52118,0
103171,0
4214,1
101895,0
56640,1
81351,0
67639,0
55173,0
2871,0
51315,1
46380,1
3460,1
94811,1
6832,0
10047,0
57818,0
102577,0
55008,0
78024,0
62741,1
93081,0
78630,0
14203,1
100515,1
92618,0
33105,0
74541,1
52601,1
64119,0
18000,0
104756,0
7760,1
46616,0
55893,0
22833,0
24143,0
40830,1
58900,0
73625,1
60459,1
103114,0
70500,0
33284,1
18704,0
7456,0
84199,0
32391,0
32522,0
71219,0
80507,0
35527,1
105343,1
47005,0
65525,0
6974,1
102982,1
95681,0
23418,0
100318,1
32659,0
66667,0
28208,1
1897,1
41809,0
82358,1
5149,0
55935,1
35959,1
107384,0
89990,1
93940,0
47426,1
57047,1
85081,1
21493,0
86985,1
45070,0
15922,0
39145,1
28582,0
92060,0
3530,1
85637,1
25734,1
102534,0
106811,1
69991,0
46172,0
71012,0
103861,1
7653,0
88885,1
44167,1
79892,0
80882,0
91015,0
20295,1
22927,0
80081,1
97208,0
4402,0
62953,0
14570,1
61679,1
883,0
10097,0
63943,0
85170,1
100045,0
27803,0
50457,0
14937,0
21543,0
13437,0
63858,0
22410,0
350,1
16220,0
3142,1
94209,1
91532,0
44000,1
97012,1
104877,1
106895,0
95472,0
43488,0
51113,0
65758,0
32117,0
83702,1
80441,1
40219,0
11886,1
89829,1
73354,0
14242,1
45323,0
26126,1
59043,0
24469,0
5293,1
12027,0
22556,0
80483,1
65172,0
76259,1
81415,0
51431,0
71151,1
50455,1
93820,0
1443,1
100599,1
62549,0
39182,0
83560,0
32115,0
12735,0
5884,0
33186,0
49403,0
9470,0
66514,0
103194,1
3934,0
98053,1
52305,0
103224,1
81224,0
59229,1
64124,0
74780,0
76126,0
60050,1
11575,1
100943,1
31833,0
41428,1
26212,0
85023,0
25228,0
94684,0
103167,0
76200,0
95630,1
15582,0
37851,0
75,0
39304,1
49894,1
33273,0
25992,0
68766,0
92216,0
33472,1
34689,0
77082,0
9925,1
8424,1
22037,0
51656,1
48960,0
94186,1
8253,1
4362,0
17576,0
46471,1
26913,0
31048,1
104914,1
76688,0
85519,1
43255,0
12618,0
29875,1
93822,0
106708,1
1910,1
51043,0
62767,1
60811,0
92845,1
104825,1
106930,1
46597,0
93843,0
24788,1
91462,0
38635,1
19346,0
106991,0
97008,0
4225,1
72129,0
36231,0
75011,0
98267,0
59968,0
86026,1
103300,0
57324,1
52222,0
71745,1
15518,0
92680,1
53602,1
8444,0
90827,1
6932,1
66277,0
6911,0
12449,0
55681,0
26846,0
80843,0
57038,1
71169,1
26895,0
31977,0
98848,1
19122,0
68289,1
30361,0
21858,0
20158,1
73726,0
8689,0
35602,1
103972,0
72361,0
14587,0
6740,0
104869,0
58743,1
46163,1
51102,0
7670,0
27375,0
94447,0
6899,0
18936,0
77258,1
30533,1
9795,1
67295,1
82970,0
2564,1
36574,1
24095,1
54900,0
93874,1
83833,1
59846,0
22742,0
92254,1
3166,1
8610,0
60973,1
19473,0
95662,1
82371,0
56427,0
68538,1
72836,0
2910,1
26220,1
82919,1
64751,0
44367,0
97109,1
94654,0
28197,1
12513,0
64391,0
66911,1
48155,0
44177,0
3386,1
62266,1
98801,1
72026,0
6702,0
36874,1
81576,1
30583,1
16,1
53002,0
25380,1
100624,1
34739,0
71088,0
43163,0
20782,0
34650,1
17176,0
32264,0
64956,1
10952,0
48887,1
37507,0
14716,0
37918,0
87859,0
62484,0
78340,1
78044,1
88080,0
57876,0
39788,1
20115,1
70734,0
90852,1
58087,1
57109,1
23118,0
42190,1
56561,1
101353,1
100856,0
79546,0
101789,1
97470,0
2036,0
77984,1
31146,0
103073,0
38203,0
54508,1
3590,0
27090,1
4663,1
22260,1
64289,1
89804,0
2410,1
1761,1
18012,0
46558,0
15992,0
91548,0
83208,1
62779,1
74507,0
16069,0
45999,1
2954,1
67379,0
104849,0
15067,0
74102,0
29970,1
98389,1
42110,0
80545,1
65066,1
54701,1
88413,1
7048,0
75185,1
35381,1
24148,0
33736,1
5243,1
37188,0
97080,0
74459,1
46077,0
75691,1
39948,0
12367,1
60067,0
5663,0
57058,1
29714,0
58618,1
42539,0
78213,1
39380,0
6434,0
34394,1
11718,0
99431,1
89717,1
24396,0
99917,0
95962,1
20678,0
14184,0
24768,1
24225,0
2765,1
88987,1
31460,1
51375,0
17711,0
104974,0
66237,0
30237,0
62012,1
94352,1
3842,1
87321,0
30321,0
61211,1
6693,0
30419,0
84991,0
77912,0
4703,0
89873,0
105134,0
99942,0
54332,1
36055,0
23468,0
20714,1
6865,1
101181,0
50792,1
103041,0
30257,1
7709,0
8274,0
25645,1
58460,0
74093,0
77294,0
28193,0
103839,1
43133,0
62218,0
42235,1
57866,1
107408,1
75296,0
100818,0
41472,0
48268,1
13008,1
38894,1
94495,0
13730,0
101048,0
76918,0
69697,0
32716,0
18084,1
45416,0
53626,0
36046,0
80578,1
86358,0
78792,0
168,1
45424,0
93284,0
102136,0
64118,1
47731,1
83016,0
308,0
24771,0
13148,1
5111,0
12242,0
42339,1
40515,0
102101,0
63134,1
78548,0
44602,0
16199,0
54003,0
91560,1
39884,0
66351,1
55894,0
57368,0
103117,0
60105,0
60831,0
65371,0
42352,0
79854,0
86648,0
58856,1
71280,1
14650,1
66361,1
48908,1
54110,1
27281,0
96463,0
29032,0
74887,1
50449,0
4077,0
21372,0
68604,1
50606,0
47053,0
43589,1
55243,1
6849,0
84549,1
2723,1
89822,0
65775,0
96344,1
99927,0
77820,0
61683,0
98439,0
19932,1
36850,1
7010,0
30027,1
76728,0
83614,0
50849,0
57267,1
81628,0
44947,0
87773,1
18050,1
82152,1
40345,0
9566,1
106873,1
28919,1
27778,1
25368,1
71688,1
35185,0
18445,0
6066,0
9632,1
71669,1
25798,1
29967,1
105825,1
76158,0
37615,1
104193,0
56445,0
67627,1
76971,1
15914,0
80034,0
76221,1
6445,0
89091,1
60033,0
19306,0
82943,1
59992,0
66052,0
97545,0
18292,0
10848,1
46097,1
74157,1
47209,0
11980,0
15235,1
38352,1
15629,0
28744,1
28948,0
50135,0
89578,1
60306,1
95422,0
5011,0
14414,0
71436,1
72236,1
96642,0
7417,1
90856,0
88823,0
68060,0
69880,1
52944,1
58399,0
8401,0
30815,1
1661,1
97218,0
104451,1
45355,0
68203,1
3818,1
1494,1
28736,0
92019,1
69168,0
15072,0
45531,0
10181,0
1928,1
80936,1
62576,1
22975,0
39117,0
